name,tokenId
helloalien1,64232814357927714588230715507162385566921812527968185712454573008996800521737
namaskaralien,84567328753667395136569323469556374632483773704351561006647688778385190435357
namastealien,38843147078614614750742144973924759757648171354053103773227558999304994891992
