aegnor,43690618958381954712085460415432136204639955143050218237077490500611207678338
alfrid,50525767839370685766768411758958796535913237829622217431626289609149437319600
amandil,47607837897140584335305967572631069778164132159629797902123650355713379745446
amarië,55959683098649804197278466631522874550334820219114170048677763986907108163271
amlach,34637684549477191364581150754901956944577463258288321926328996765423654465342
amras,29038568569966035284295693181538562402085704186900181281717097620416126621917
amrod,106662738778717288440661527678642197956007094032068021361333686459239120474108
anárion,112244786142533467989191199987220448090250462533398842817036869074668864875612
anborn,24849256805729737741715329235580594915051276929436174611600977205243491969704
ancalagon,15510720033402768785865441702253906235685540633470350781482089958395276261892
angbor,30037976964050333459969562097542016136414739992894118878489331722413860951977
angrod,83963568951469155548743659921454644068157357493650990722291187134726663008651
aradûnakhôr,67427969842173583862627141522583320833731196573563871916665812532620421897305
argimilzôr,75116436489882666585506450885043189767443076055405145064587609484968956014220
arpharazôn,80552199188722856238853963868332635810503627855380538248170051090029340366375
arsakalthôr,13692798711575120292030536218171331984070798479029323495814192110044076407749
aragorn,31231049202815873536207296679577595613037863468858238303008786984107669846924
aratan,48100148226562451557299343307273364377543457362966387983433264247392610788718
arathorn,84587612622030286809466066176635132491933319769429269277277395419096133988647
aredhel,62372710366945882034227041220901035867270327689863703598271344335750436170434
arien,110309305073202802033255343819158502919989628708507352023182339519031584698743
arwen,101072401609062731133876047678851235701965371309206952278739700310582157391289
arwenundómiel,90269646495064753744935663247230995190392953255819119198411225828454929296104
aulë,34938506711023262663871893173008069230240208460410241044347523691424680304010
azaghâl,115721319119023494080833935493152914204949337870640909214618186531365492907488
azog,67249096354899899410768817578065417922575209728197368175988687116564634294771
balin,82917355084098318047029469452088791685774604210851071784811921465590379699015
bandobrastook,75883188294996720974268979717931387233586854266094764851955190329513063303049
baragund,91719779523741854694730274986628746561120968394473617812447062124875111214253
barahir,14363620500504873077449933535539267656065100683214475559436120757684604832085
bard,5552366504602161169245589574509553389276668389936913386556047920059171251934
barlimanbutterbur,104525100795253293645072366421683734356357059273213070200940774424282607142306
barrowwights,6723974601023166058402448193356266470346729130348172550305597127999359729046
beechbone,89210648979773311226771617375305049548232342201407003919957355499768444768465
beleg,20315465725275642218163858696619571342181131381217553685045496278447999098049
belegund,75565680240785586018691857047494311104577615316816032407743640642930421935969
belladonnatook,33439888668479384195957647312800559793072842742684548837516427942637273091978
