name
2♠3♠
3♠4♠
4♠5♠
5♠6♠
6♠7♠
7♠8♠
8♠9♠
9♠10♠
10♠j♠
j♠q♠
q♠k♠
k♠a♠
2♣3♣
3♣4♣
4♣5♣
5♣6♣
6♣7♣
7♣8♣
8♣9♣
9♣10♣
10♣j♣
j♣q♣
q♣k♣
k♣a♣
2♥3♥
3♥4♥
4♥5♥
5♥6♥
6♥7♥
7♥8♥
8♥9♥
9♥10♥
10♥j♥
j♥q♥
q♥k♥
k♥a♥
2♦3♦
3♦4♦
4♦5♦
5♦6♦
6♦7♦
7♦8♦
8♦9♦
9♦10♦
10♦j♦
j♦q♦
q♦k♦
k♦a♦
a♠2♠
a♣2♣
a♥2♥
a♦2♦
a♠k♠
k♠q♠
q♠j♠
j♠10♠
10♠9♠
9♠8♠
8♠7♠
7♠6♠
6♠5♠
5♠4♠
4♠3♠
3♠2♠
a♣k♣
k♣q♣
q♣j♣
j♣10♣
10♣9♣
9♣8♣
8♣7♣
7♣6♣
6♣5♣
5♣4♣
4♣3♣
3♣2♣
a♥k♥
k♥q♥
q♥j♥
j♥10♥
10♥9♥
9♥8♥
8♥7♥
7♥6♥
6♥5♥
5♥4♥
4♥3♥
3♥2♥
a♦k♦
k♦q♦
q♦j♦
j♦10♦
10♦9♦
9♦8♦
8♦7♦
7♦6♦
6♦5♦
5♦4♦
4♦3♦
3♦2♦
2♠a♠
2♣a♣
2♥a♥
2♦a♦
2♠3♠4♠
3♠4♠5♠
4♠5♠6♠
5♠6♠7♠
6♠7♠8♠
7♠8♠9♠
8♠9♠10♠
9♠10♠j♠
10♠j♠q♠
j♠q♠k♠
q♠k♠a♠
2♣3♣4♣
3♣4♣5♣
4♣5♣6♣
5♣6♣7♣
6♣7♣8♣
7♣8♣9♣
8♣9♣10♣
9♣10♣j♣
10♣j♣q♣
j♣q♣k♣
q♣k♣a♣
2♥3♥4♥
3♥4♥5♥
4♥5♥6♥
5♥6♥7♥
6♥7♥8♥
7♥8♥9♥
8♥9♥10♥
9♥10♥j♥
10♥j♥q♥
j♥q♥k♥
q♥k♥a♥
2♦3♦4♦
3♦4♦5♦
4♦5♦6♦
5♦6♦7♦
6♦7♦8♦
7♦8♦9♦
8♦9♦10♦
9♦10♦j♦
10♦j♦q♦
j♦q♦k♦
q♦k♦a♦
a♠2♠3♠
a♣2♣3♣
a♥2♥3♥
a♦2♦3♦
a♠k♠q♠
k♠q♠j♠
q♠j♠10♠
j♠10♠9♠
10♠9♠8♠
9♠8♠7♠
8♠7♠6♠
7♠6♠5♠
6♠5♠4♠
5♠4♠3♠
4♠3♠2♠
a♣k♣q♣
k♣q♣j♣
q♣j♣10♣
j♣10♣9♣
10♣9♣8♣
9♣8♣7♣
8♣7♣6♣
7♣6♣5♣
6♣5♣4♣
5♣4♣3♣
4♣3♣2♣
a♥k♥q♥
k♥q♥j♥
q♥j♥10♥
j♥10♥9♥
10♥9♥8♥
9♥8♥7♥
8♥7♥6♥
7♥6♥5♥
6♥5♥4♥
5♥4♥3♥
4♥3♥2♥
a♦k♦q♦
k♦q♦j♦
q♦j♦10♦
j♦10♦9♦
10♦9♦8♦
9♦8♦7♦
8♦7♦6♦
7♦6♦5♦
6♦5♦4♦
5♦4♦3♦
4♦3♦2♦
3♠2♠a♠
3♣2♣a♣
3♥2♥a♥
3♦2♦a♦
